"","REF_AREA","Reference_area","TIME_PERIOD","OBS_VALUE_SAFETY","Measure_safety","MEASURE_SAFETY"
"330","CZE","Czechia",2016,7.02,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"331","CZE","Czechia",2017,6.74,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"332","CZE","Czechia",2018,7.18,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"333","CZE","Czechia",2010,9,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"334","CZE","Czechia",2019,7,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"335","CZE","Czechia",2020,6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"336","CZE","Czechia",2021,6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"337","CZE","Czechia",2022,6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"338","CZE","Czechia",2023,6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"339","CZE","Czechia",2019,0.8,"Intentional homicides","HOMIC"
"340","CZE","Czechia",2020,0.5,"Intentional homicides","HOMIC"
"341","CZE","Czechia",2021,0.4,"Intentional homicides","HOMIC"
"342","CZE","Czechia",2022,0.7,"Intentional homicides","HOMIC"
"343","CZE","Czechia",2010,125.4,"Motor vehicle theft","VEH_THEFT"
"344","CZE","Czechia",2011,118.2,"Motor vehicle theft","VEH_THEFT"
"345","CZE","Czechia",2012,106,"Motor vehicle theft","VEH_THEFT"
"346","CZE","Czechia",2013,110.9,"Motor vehicle theft","VEH_THEFT"
"347","CZE","Czechia",2014,90,"Motor vehicle theft","VEH_THEFT"
"348","CZE","Czechia",2015,65.4,"Motor vehicle theft","VEH_THEFT"
"349","CZE","Czechia",2016,50.7,"Motor vehicle theft","VEH_THEFT"
"350","CZE","Czechia",2017,38.1,"Motor vehicle theft","VEH_THEFT"
"351","CZE","Czechia",2018,32.8,"Motor vehicle theft","VEH_THEFT"
"352","CZE","Czechia",2020,27.4,"Motor vehicle theft","VEH_THEFT"
"353","CZE","Czechia",2021,21.1,"Motor vehicle theft","VEH_THEFT"
"354","CZE","Czechia",2022,23,"Motor vehicle theft","VEH_THEFT"
"355","CZE","Czechia",2023,21.5,"Motor vehicle theft","VEH_THEFT"
"356","CZE","Czechia",2010,1.7,"Intentional homicides","HOMIC"
"357","CZE","Czechia",2011,1.6,"Intentional homicides","HOMIC"
"358","CZE","Czechia",2012,1.8,"Intentional homicides","HOMIC"
"359","CZE","Czechia",2013,1.7,"Intentional homicides","HOMIC"
"360","CZE","Czechia",2014,1.5,"Intentional homicides","HOMIC"
"361","CZE","Czechia",2015,1.5,"Intentional homicides","HOMIC"
"362","CZE","Czechia",2016,1.3,"Intentional homicides","HOMIC"
"363","CZE","Czechia",2017,1.4,"Intentional homicides","HOMIC"
"364","CZE","Czechia",2018,1.1,"Intentional homicides","HOMIC"
"365","CZE","Czechia",2023,1.5,"Intentional homicides","HOMIC"
"366","DNK","Denmark",2011,4.27,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"367","DNK","Denmark",2012,3.56,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"368","DNK","Denmark",2013,3.95,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"369","DNK","Denmark",2014,3.92,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"370","DNK","Denmark",2015,3.85,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"371","DNK","Denmark",2016,3.61,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"372","DNK","Denmark",2017,3.5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"373","DNK","Denmark",2018,3.66,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"374","DNK","Denmark",2010,5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"375","DNK","Denmark",2019,4,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"376","DNK","Denmark",2011,1,"Intentional homicides","HOMIC"
"377","DNK","Denmark",2012,0.9,"Intentional homicides","HOMIC"
"378","DNK","Denmark",2013,0.8,"Intentional homicides","HOMIC"
"379","DNK","Denmark",2014,1.1,"Intentional homicides","HOMIC"
"380","DNK","Denmark",2015,0.9,"Intentional homicides","HOMIC"
"381","DNK","Denmark",2017,1.1,"Intentional homicides","HOMIC"
"382","DNK","Denmark",2019,0.9,"Intentional homicides","HOMIC"
"383","DNK","Denmark",2020,0.9,"Intentional homicides","HOMIC"
"384","DNK","Denmark",2022,1,"Intentional homicides","HOMIC"
"385","DNK","Denmark",2023,0.9,"Intentional homicides","HOMIC"
"386","DNK","Denmark",2010,15.5,"Motor vehicle theft","VEH_THEFT"
"387","DNK","Denmark",2011,12.9,"Motor vehicle theft","VEH_THEFT"
"388","DNK","Denmark",2012,10.3,"Motor vehicle theft","VEH_THEFT"
"389","DNK","Denmark",2013,10.1,"Motor vehicle theft","VEH_THEFT"
"390","DNK","Denmark",2014,9.2,"Motor vehicle theft","VEH_THEFT"
"391","DNK","Denmark",2015,8.2,"Motor vehicle theft","VEH_THEFT"
"392","DNK","Denmark",2016,7.9,"Motor vehicle theft","VEH_THEFT"
"393","DNK","Denmark",2017,7.9,"Motor vehicle theft","VEH_THEFT"
"394","DNK","Denmark",2018,7.6,"Motor vehicle theft","VEH_THEFT"
"395","DNK","Denmark",2019,9.5,"Motor vehicle theft","VEH_THEFT"
"396","DNK","Denmark",2020,10,"Motor vehicle theft","VEH_THEFT"
"397","DNK","Denmark",2021,11.8,"Motor vehicle theft","VEH_THEFT"
"398","DNK","Denmark",2022,16.4,"Motor vehicle theft","VEH_THEFT"
"399","DNK","Denmark",2023,16.3,"Motor vehicle theft","VEH_THEFT"
"400","DNK","Denmark",2010,0.9,"Intentional homicides","HOMIC"
"401","DNK","Denmark",2016,0.9,"Intentional homicides","HOMIC"
"402","DNK","Denmark",2018,0.9,"Intentional homicides","HOMIC"
"403","DNK","Denmark",2021,0.7,"Intentional homicides","HOMIC"
"404","EST","Estonia",2010,46.8,"Motor vehicle theft","VEH_THEFT"
"405","EST","Estonia",2011,38.9,"Motor vehicle theft","VEH_THEFT"
"406","EST","Estonia",2012,30.5,"Motor vehicle theft","VEH_THEFT"
"407","EST","Estonia",2013,25.6,"Motor vehicle theft","VEH_THEFT"
"408","EST","Estonia",2014,30.9,"Motor vehicle theft","VEH_THEFT"
"409","EST","Estonia",2015,22,"Motor vehicle theft","VEH_THEFT"
"410","EST","Estonia",2010,7.3,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"411","EST","Estonia",2011,9.19,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"412","EST","Estonia",2012,6.88,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"413","EST","Estonia",2013,7.36,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"414","EST","Estonia",2014,7.53,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"415","EST","Estonia",2015,6.69,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"416","EST","Estonia",2016,5.85,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"417","EST","Estonia",2017,4.93,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"418","EST","Estonia",2018,6.35,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"419","EST","Estonia",2018,1.9,"Intentional homicides","HOMIC"
"420","EST","Estonia",2019,1.7,"Intentional homicides","HOMIC"
"421","EST","Estonia",2020,2.8,"Intentional homicides","HOMIC"
"422","EST","Estonia",2021,1.4,"Intentional homicides","HOMIC"
"423","EST","Estonia",2022,1.3,"Intentional homicides","HOMIC"
"424","EST","Estonia",2023,1.3,"Intentional homicides","HOMIC"
"425","EST","Estonia",2018,10.1,"Motor vehicle theft","VEH_THEFT"
"426","EST","Estonia",2019,12.3,"Motor vehicle theft","VEH_THEFT"
"427","EST","Estonia",2020,8.1,"Motor vehicle theft","VEH_THEFT"
"428","EST","Estonia",2021,8.3,"Motor vehicle theft","VEH_THEFT"
"429","EST","Estonia",2022,6.7,"Motor vehicle theft","VEH_THEFT"
"430","EST","Estonia",2023,9,"Motor vehicle theft","VEH_THEFT"
"431","EST","Estonia",2010,4.7,"Intentional homicides","HOMIC"
"432","EST","Estonia",2011,6.1,"Intentional homicides","HOMIC"
"433","EST","Estonia",2012,4.5,"Intentional homicides","HOMIC"
"434","EST","Estonia",2013,3.8,"Intentional homicides","HOMIC"
"435","EST","Estonia",2014,4.2,"Intentional homicides","HOMIC"
"436","EST","Estonia",2015,3.8,"Intentional homicides","HOMIC"
"437","EST","Estonia",2016,3.3,"Intentional homicides","HOMIC"
"438","EST","Estonia",2017,3.4,"Intentional homicides","HOMIC"
"439","FIN","Finland",2011,6.4,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"440","FIN","Finland",2012,5.39,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"441","FIN","Finland",2013,6.09,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"442","FIN","Finland",2014,5.68,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"443","FIN","Finland",2015,5.6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"444","FIN","Finland",2016,5.26,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"445","FIN","Finland",2017,5.23,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"446","FIN","Finland",2018,5.26,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"447","FIN","Finland",2010,6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"448","FIN","Finland",2019,4,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"449","FIN","Finland",2020,5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"450","FIN","Finland",2021,5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"451","FIN","Finland",2022,4,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"452","FIN","Finland",2023,3.40263333375418,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"453","FIN","Finland",2010,2.5,"Intentional homicides","HOMIC"
"454","FIN","Finland",2017,1.3,"Intentional homicides","HOMIC"
"455","FIN","Finland",2018,1.7,"Intentional homicides","HOMIC"
"456","FIN","Finland",2019,1.5,"Intentional homicides","HOMIC"
"457","FIN","Finland",2020,1.7,"Intentional homicides","HOMIC"
"458","FIN","Finland",2021,1.7,"Intentional homicides","HOMIC"
"459","FIN","Finland",2022,1.5,"Intentional homicides","HOMIC"
"460","FIN","Finland",2023,1.1,"Intentional homicides","HOMIC"
"461","FIN","Finland",2010,78,"Motor vehicle theft","VEH_THEFT"
"462","FIN","Finland",2011,85.4,"Motor vehicle theft","VEH_THEFT"
"463","FIN","Finland",2012,60.3,"Motor vehicle theft","VEH_THEFT"
"464","FIN","Finland",2013,53.5,"Motor vehicle theft","VEH_THEFT"
"465","FIN","Finland",2014,51.1,"Motor vehicle theft","VEH_THEFT"
"466","FIN","Finland",2015,47.9,"Motor vehicle theft","VEH_THEFT"
"467","FIN","Finland",2016,40.9,"Motor vehicle theft","VEH_THEFT"
"468","FIN","Finland",2017,39.1,"Motor vehicle theft","VEH_THEFT"
"469","FIN","Finland",2018,35.5,"Motor vehicle theft","VEH_THEFT"
"470","FIN","Finland",2019,34.6,"Motor vehicle theft","VEH_THEFT"
"471","FIN","Finland",2020,38.2,"Motor vehicle theft","VEH_THEFT"
"472","FIN","Finland",2021,26.1,"Motor vehicle theft","VEH_THEFT"
"473","FIN","Finland",2022,22.3,"Motor vehicle theft","VEH_THEFT"
"474","FIN","Finland",2023,21.6,"Motor vehicle theft","VEH_THEFT"
"475","FIN","Finland",2011,0.9,"Intentional homicides","HOMIC"
"476","FIN","Finland",2012,0.8,"Intentional homicides","HOMIC"
"477","FIN","Finland",2013,0.7,"Intentional homicides","HOMIC"
"478","FIN","Finland",2014,0.7,"Intentional homicides","HOMIC"
"479","FIN","Finland",2015,0.7,"Intentional homicides","HOMIC"
"480","FIN","Finland",2016,0.4,"Intentional homicides","HOMIC"
"481","FRA","France",2010,193.1,"Motor vehicle theft","VEH_THEFT"
"482","FRA","France",2011,184.1,"Motor vehicle theft","VEH_THEFT"
"483","FRA","France",2012,175.5,"Motor vehicle theft","VEH_THEFT"
"484","FRA","France",2013,175.4,"Motor vehicle theft","VEH_THEFT"
"485","FRA","France",2014,169,"Motor vehicle theft","VEH_THEFT"
"486","FRA","France",2015,173.1,"Motor vehicle theft","VEH_THEFT"
"487","FRA","France",2011,6.22,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"488","FRA","France",2012,5.74,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"489","FRA","France",2013,4.99,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"490","FRA","France",2014,5.05,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"491","FRA","France",2015,4.93,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"492","FRA","France",2016,4.91,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"493","FRA","France",2010,5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"494","FRA","France",2017,3.5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"495","FRA","France",2018,3.9,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"496","FRA","France",2019,3.8,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"497","FRA","France",2020,3,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"498","FRA","France",2022,3.6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"499","FRA","France",2016,1,"Intentional homicides","HOMIC"
"500","FRA","France",2017,1,"Intentional homicides","HOMIC"
"501","FRA","France",2018,1,"Intentional homicides","HOMIC"
"502","FRA","France",2019,1.1,"Intentional homicides","HOMIC"
"503","FRA","France",2020,1,"Intentional homicides","HOMIC"
"504","FRA","France",2021,1,"Intentional homicides","HOMIC"
"505","FRA","France",2022,1.1,"Intentional homicides","HOMIC"
"506","FRA","France",2023,1.2,"Intentional homicides","HOMIC"
"507","FRA","France",2016,245.2,"Motor vehicle theft","VEH_THEFT"
"508","FRA","France",2017,230.1,"Motor vehicle theft","VEH_THEFT"
"509","FRA","France",2018,211.3,"Motor vehicle theft","VEH_THEFT"
"510","FRA","France",2019,206.7,"Motor vehicle theft","VEH_THEFT"
"511","FRA","France",2020,179.2,"Motor vehicle theft","VEH_THEFT"
"512","FRA","France",2021,178.9,"Motor vehicle theft","VEH_THEFT"
"513","FRA","France",2022,193.6,"Motor vehicle theft","VEH_THEFT"
"514","FRA","France",2023,202.8,"Motor vehicle theft","VEH_THEFT"
"515","FRA","France",2010,1.2,"Intentional homicides","HOMIC"
"516","FRA","France",2011,1.3,"Intentional homicides","HOMIC"
"517","FRA","France",2012,1.2,"Intentional homicides","HOMIC"
"518","FRA","France",2013,1.2,"Intentional homicides","HOMIC"
"519","FRA","France",2014,1.1,"Intentional homicides","HOMIC"
"520","FRA","France",2015,1.3,"Intentional homicides","HOMIC"
"521","DEU","Germany",2010,103,"Motor vehicle theft","VEH_THEFT"
"522","DEU","Germany",2011,97.9,"Motor vehicle theft","VEH_THEFT"
"523","DEU","Germany",2012,87.7,"Motor vehicle theft","VEH_THEFT"
"524","DEU","Germany",2013,81.5,"Motor vehicle theft","VEH_THEFT"
"525","DEU","Germany",2014,79.4,"Motor vehicle theft","VEH_THEFT"
"526","DEU","Germany",2015,76.1,"Motor vehicle theft","VEH_THEFT"
"527","DEU","Germany",2011,5.65,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"528","DEU","Germany",2012,5.19,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"529","DEU","Germany",2013,4.88,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"530","DEU","Germany",2014,4.79,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"531","DEU","Germany",2015,4.82,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"532","DEU","Germany",2016,4.53,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"533","DEU","Germany",2017,4.39,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"534","DEU","Germany",2018,4.6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"535","DEU","Germany",2010,5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"536","DEU","Germany",2012,0.8,"Intentional homicides","HOMIC"
"537","DEU","Germany",2013,0.8,"Intentional homicides","HOMIC"
"538","DEU","Germany",2014,0.8,"Intentional homicides","HOMIC"
"539","DEU","Germany",2016,0.9,"Intentional homicides","HOMIC"
"540","DEU","Germany",2017,0.9,"Intentional homicides","HOMIC"
"541","DEU","Germany",2018,0.8,"Intentional homicides","HOMIC"
"542","DEU","Germany",2023,0.8,"Intentional homicides","HOMIC"
"543","DEU","Germany",2016,72.4,"Motor vehicle theft","VEH_THEFT"
"544","DEU","Germany",2017,65.5,"Motor vehicle theft","VEH_THEFT"
"545","DEU","Germany",2018,60.8,"Motor vehicle theft","VEH_THEFT"
"546","DEU","Germany",2019,58.4,"Motor vehicle theft","VEH_THEFT"
"547","DEU","Germany",2023,70.7,"Motor vehicle theft","VEH_THEFT"
"548","DEU","Germany",2015,0.8,"Intentional homicides","HOMIC"
"549","DEU","Germany",2019,0.7,"Intentional homicides","HOMIC"
"550","DEU","Germany",2020,0.9,"Intentional homicides","HOMIC"
"551","DEU","Germany",2021,0.8,"Intentional homicides","HOMIC"
"552","DEU","Germany",2022,0.8,"Intentional homicides","HOMIC"
"553","GRC","Greece",2010,248.1,"Motor vehicle theft","VEH_THEFT"
"554","GRC","Greece",2011,290.4,"Motor vehicle theft","VEH_THEFT"
"555","GRC","Greece",2012,282.2,"Motor vehicle theft","VEH_THEFT"
"556","GRC","Greece",2013,262.6,"Motor vehicle theft","VEH_THEFT"
"557","GRC","Greece",2014,229.4,"Motor vehicle theft","VEH_THEFT"
"558","GRC","Greece",2015,245.1,"Motor vehicle theft","VEH_THEFT"
"559","GRC","Greece",2016,242.9,"Motor vehicle theft","VEH_THEFT"
"560","GRC","Greece",2017,316.4,"Motor vehicle theft","VEH_THEFT"
"561","GRC","Greece",2018,223.3,"Motor vehicle theft","VEH_THEFT"
"562","GRC","Greece",2019,201.2,"Motor vehicle theft","VEH_THEFT"
"563","GRC","Greece",2020,143.9,"Motor vehicle theft","VEH_THEFT"
"564","GRC","Greece",2021,140.9,"Motor vehicle theft","VEH_THEFT"
"565","GRC","Greece",2022,176.2,"Motor vehicle theft","VEH_THEFT"
"566","GRC","Greece",2011,11.55,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"567","GRC","Greece",2012,10.38,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"568","GRC","Greece",2013,9.65,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"569","GRC","Greece",2014,8.76,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"570","GRC","Greece",2015,8.51,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"571","GRC","Greece",2016,9.16,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"572","GRC","Greece",2017,8.19,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"573","GRC","Greece",2018,7.76,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"574","GRC","Greece",2010,13,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"575","GRC","Greece",2019,7,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"576","GRC","Greece",2020,6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"577","GRC","Greece",2021,7,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"578","GRC","Greece",2022,7.56,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"579","GRC","Greece",2021,0.8,"Intentional homicides","HOMIC"
"580","GRC","Greece",2022,0.8,"Intentional homicides","HOMIC"
"581","GRC","Greece",2023,0.7,"Intentional homicides","HOMIC"
"582","GRC","Greece",2023,184.7,"Motor vehicle theft","VEH_THEFT"
"583","GRC","Greece",2010,1.6,"Intentional homicides","HOMIC"
"584","GRC","Greece",2011,1.5,"Intentional homicides","HOMIC"
"585","GRC","Greece",2012,1.4,"Intentional homicides","HOMIC"
"586","GRC","Greece",2013,1.3,"Intentional homicides","HOMIC"
"587","GRC","Greece",2014,1,"Intentional homicides","HOMIC"
"588","GRC","Greece",2015,0.8,"Intentional homicides","HOMIC"
"589","GRC","Greece",2016,0.8,"Intentional homicides","HOMIC"
"590","GRC","Greece",2017,0.7,"Intentional homicides","HOMIC"
"591","GRC","Greece",2018,0.9,"Intentional homicides","HOMIC"
"592","GRC","Greece",2019,0.7,"Intentional homicides","HOMIC"
"593","GRC","Greece",2020,0.7,"Intentional homicides","HOMIC"
"594","HUN","Hungary",2010,60,"Motor vehicle theft","VEH_THEFT"
"595","HUN","Hungary",2011,63.3,"Motor vehicle theft","VEH_THEFT"
"596","HUN","Hungary",2012,71.2,"Motor vehicle theft","VEH_THEFT"
"597","HUN","Hungary",2020,5.4,"Motor vehicle theft","VEH_THEFT"
"598","HUN","Hungary",2021,5.4,"Motor vehicle theft","VEH_THEFT"
"599","HUN","Hungary",2022,6.4,"Motor vehicle theft","VEH_THEFT"
"600","HUN","Hungary",2023,6,"Motor vehicle theft","VEH_THEFT"
"601","HUN","Hungary",2010,9,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"602","HUN","Hungary",2011,8.77,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"603","HUN","Hungary",2012,8.51,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"604","HUN","Hungary",2013,7.93,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"605","HUN","Hungary",2014,8.24,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"606","HUN","Hungary",2015,8.9,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"607","HUN","Hungary",2016,8.82,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"608","HUN","Hungary",2017,8.77,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"609","HUN","Hungary",2018,9.13,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"610","HUN","Hungary",2019,8.74,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"611","HUN","Hungary",2020,6.72,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"612","HUN","Hungary",2021,7.69,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"613","HUN","Hungary",2022,7.41,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"614","HUN","Hungary",2023,6.87,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"615","HUN","Hungary",2023,0.7,"Intentional homicides","HOMIC"
"616","HUN","Hungary",2013,59.7,"Motor vehicle theft","VEH_THEFT"
"617","HUN","Hungary",2014,49.3,"Motor vehicle theft","VEH_THEFT"
"618","HUN","Hungary",2015,32.4,"Motor vehicle theft","VEH_THEFT"
"619","HUN","Hungary",2016,21.5,"Motor vehicle theft","VEH_THEFT"
"620","HUN","Hungary",2017,17.9,"Motor vehicle theft","VEH_THEFT"
"621","HUN","Hungary",2018,10.6,"Motor vehicle theft","VEH_THEFT"
"622","HUN","Hungary",2019,8.6,"Motor vehicle theft","VEH_THEFT"
"623","HUN","Hungary",2010,1.3,"Intentional homicides","HOMIC"
"624","HUN","Hungary",2011,1.4,"Intentional homicides","HOMIC"
"625","HUN","Hungary",2012,1.1,"Intentional homicides","HOMIC"
"626","HUN","Hungary",2013,1.4,"Intentional homicides","HOMIC"
"627","HUN","Hungary",2014,1.3,"Intentional homicides","HOMIC"
"628","HUN","Hungary",2015,1,"Intentional homicides","HOMIC"
"629","HUN","Hungary",2016,1,"Intentional homicides","HOMIC"
"630","HUN","Hungary",2017,0.9,"Intentional homicides","HOMIC"
"631","HUN","Hungary",2018,0.9,"Intentional homicides","HOMIC"
"632","HUN","Hungary",2019,0.6,"Intentional homicides","HOMIC"
"633","HUN","Hungary",2020,0.8,"Intentional homicides","HOMIC"
"634","HUN","Hungary",2021,0.7,"Intentional homicides","HOMIC"
"635","HUN","Hungary",2022,0.9,"Intentional homicides","HOMIC"
"636","ISL","Iceland",2011,5.33,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"637","ISL","Iceland",2012,4.05,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"638","ISL","Iceland",2013,5.56,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"639","ISL","Iceland",2014,1.83,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"640","ISL","Iceland",2015,4.53,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"641","ISL","Iceland",2016,6.26,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"642","ISL","Iceland",2017,2.62,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"643","ISL","Iceland",2018,2.84,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"644","ISL","Iceland",2016,0.3,"Intentional homicides","HOMIC"
"645","ISL","Iceland",2017,0.9,"Intentional homicides","HOMIC"
"646","ISL","Iceland",2018,0.6,"Intentional homicides","HOMIC"
"647","ISL","Iceland",2019,0.3,"Intentional homicides","HOMIC"
"648","ISL","Iceland",2020,0.8,"Intentional homicides","HOMIC"
"649","ISL","Iceland",2021,0.5,"Intentional homicides","HOMIC"
"650","ISL","Iceland",2022,1,"Intentional homicides","HOMIC"
"651","ISL","Iceland",2023,1.3,"Intentional homicides","HOMIC"
"652","ISL","Iceland",2010,17.3,"Motor vehicle theft","VEH_THEFT"
"653","ISL","Iceland",2011,16.9,"Motor vehicle theft","VEH_THEFT"
"654","ISL","Iceland",2012,14,"Motor vehicle theft","VEH_THEFT"
"655","ISL","Iceland",2013,9.9,"Motor vehicle theft","VEH_THEFT"
"656","ISL","Iceland",2014,17.1,"Motor vehicle theft","VEH_THEFT"
"657","ISL","Iceland",2015,20.9,"Motor vehicle theft","VEH_THEFT"
"658","ISL","Iceland",2016,17,"Motor vehicle theft","VEH_THEFT"
"659","ISL","Iceland",2017,23.3,"Motor vehicle theft","VEH_THEFT"
"660","ISL","Iceland",2018,22.1,"Motor vehicle theft","VEH_THEFT"
"661","ISL","Iceland",2019,6.9,"Motor vehicle theft","VEH_THEFT"
"662","ISL","Iceland",2020,7.9,"Motor vehicle theft","VEH_THEFT"
"663","ISL","Iceland",2021,3.5,"Motor vehicle theft","VEH_THEFT"
"664","ISL","Iceland",2022,5.8,"Motor vehicle theft","VEH_THEFT"
"665","ISL","Iceland",2023,4.1,"Motor vehicle theft","VEH_THEFT"
"666","ISL","Iceland",2010,0.6,"Intentional homicides","HOMIC"
"667","ISL","Iceland",2011,0.9,"Intentional homicides","HOMIC"
"668","ISL","Iceland",2012,0.3,"Intentional homicides","HOMIC"
"669","ISL","Iceland",2013,0.3,"Intentional homicides","HOMIC"
"670","ISL","Iceland",2014,0.3,"Intentional homicides","HOMIC"
"671","ISL","Iceland",2015,0.9,"Intentional homicides","HOMIC"
"672","IRL","Ireland",2010,200.6,"Motor vehicle theft","VEH_THEFT"
