"","REF_AREA","Reference_area","TIME_PERIOD","OBS_VALUE_EL","Edu_attainment_lvl","ATTAINMENT_LEV"
"309","COL","Colombia",2016,22.15239143,"Tertiary education","ISCED11A_5T8"
"310","COL","Colombia",2015,21.34918785,"Tertiary education","ISCED11A_5T8"
"311","COL","Colombia",2015,28.54303932,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"312","COL","Colombia",2015,50.10777283,"Below upper secondary education","ISCED11A_0T2"
"313","COL","Colombia",2024,32.6518478393555,"Below upper secondary education","ISCED11A_0T2"
"314","COL","Colombia",2024,36.787841796875,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"315","COL","Colombia",2024,30.5603103637695,"Tertiary education","ISCED11A_5T8"
"316","COL","Colombia",2019,23.88907623,"Tertiary education","ISCED11A_5T8"
"317","COL","Colombia",2019,32.537117,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"318","COL","Colombia",2019,43.57380676,"Below upper secondary education","ISCED11A_0T2"
"319","COL","Colombia",2020,41.52124405,"Below upper secondary education","ISCED11A_0T2"
"320","COL","Colombia",2020,33.81105042,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"321","COL","Colombia",2020,24.66770554,"Tertiary education","ISCED11A_5T8"
"322","COL","Colombia",2021,26.59546471,"Tertiary education","ISCED11A_5T8"
"323","COL","Colombia",2021,34.10258102,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"324","COL","Colombia",2021,39.30195236,"Below upper secondary education","ISCED11A_0T2"
"325","COL","Colombia",2023,28.94097328,"Tertiary education","ISCED11A_5T8"
"326","COL","Colombia",2023,34.27626038,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"327","COL","Colombia",2023,36.78276825,"Below upper secondary education","ISCED11A_0T2"
"328","COL","Colombia",2022,37.87208557,"Below upper secondary education","ISCED11A_0T2"
"329","COL","Colombia",2022,33.85461044,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"330","COL","Colombia",2022,28.27330399,"Tertiary education","ISCED11A_5T8"
"331","CRI","Costa Rica",1998,17.31354,"Tertiary education","ISCED11A_5T8"
"332","CRI","Costa Rica",1998,14.484394,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"333","CRI","Costa Rica",1998,68.202065,"Below upper secondary education","ISCED11A_0T2"
"334","CRI","Costa Rica",1999,67.841637,"Below upper secondary education","ISCED11A_0T2"
"335","CRI","Costa Rica",1999,15.12309,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"336","CRI","Costa Rica",1999,17.035275,"Tertiary education","ISCED11A_5T8"
"337","CRI","Costa Rica",2000,16.448679,"Tertiary education","ISCED11A_5T8"
"338","CRI","Costa Rica",2000,13.91602,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"339","CRI","Costa Rica",2000,69.6353,"Below upper secondary education","ISCED11A_0T2"
"340","CRI","Costa Rica",2001,68.293747,"Below upper secondary education","ISCED11A_0T2"
"341","CRI","Costa Rica",2001,13.879825,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"342","CRI","Costa Rica",2001,17.826429,"Tertiary education","ISCED11A_5T8"
"343","CRI","Costa Rica",2002,18.362774,"Tertiary education","ISCED11A_5T8"
"344","CRI","Costa Rica",2002,14.401133,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"345","CRI","Costa Rica",2002,67.236092,"Below upper secondary education","ISCED11A_0T2"
"346","CRI","Costa Rica",2003,65.91481,"Below upper secondary education","ISCED11A_0T2"
"347","CRI","Costa Rica",2003,14.901548,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"348","CRI","Costa Rica",2003,19.18364,"Tertiary education","ISCED11A_5T8"
"349","CRI","Costa Rica",2004,19.812418,"Tertiary education","ISCED11A_5T8"
"350","CRI","Costa Rica",2004,14.271029,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"351","CRI","Costa Rica",2004,65.916557,"Below upper secondary education","ISCED11A_0T2"
"352","CRI","Costa Rica",2005,64.873169,"Below upper secondary education","ISCED11A_0T2"
"353","CRI","Costa Rica",2005,14.284099,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"354","CRI","Costa Rica",2005,20.842731,"Tertiary education","ISCED11A_5T8"
"355","CRI","Costa Rica",2006,21.029402,"Tertiary education","ISCED11A_5T8"
"356","CRI","Costa Rica",2006,14.696331,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"357","CRI","Costa Rica",2006,64.274269,"Below upper secondary education","ISCED11A_0T2"
"358","CRI","Costa Rica",2007,62.960529,"Below upper secondary education","ISCED11A_0T2"
"359","CRI","Costa Rica",2007,15.271419,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"360","CRI","Costa Rica",2007,21.768053,"Tertiary education","ISCED11A_5T8"
"361","CRI","Costa Rica",2008,22.312418,"Tertiary education","ISCED11A_5T8"
"362","CRI","Costa Rica",2008,15.747368,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"363","CRI","Costa Rica",2008,61.940212,"Below upper secondary education","ISCED11A_0T2"
"364","CRI","Costa Rica",2009,61.093235,"Below upper secondary education","ISCED11A_0T2"
"365","CRI","Costa Rica",2009,15.489995,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"366","CRI","Costa Rica",2009,23.416771,"Tertiary education","ISCED11A_5T8"
"367","CRI","Costa Rica",2010,20.980572,"Tertiary education","ISCED11A_5T8"
"368","CRI","Costa Rica",2010,15.871445,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"369","CRI","Costa Rica",2010,63.147984,"Below upper secondary education","ISCED11A_0T2"
"370","CRI","Costa Rica",2011,62.58416,"Below upper secondary education","ISCED11A_0T2"
"371","CRI","Costa Rica",2011,15.821122,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"372","CRI","Costa Rica",2011,21.594719,"Tertiary education","ISCED11A_5T8"
"373","CRI","Costa Rica",2012,23.244442,"Tertiary education","ISCED11A_5T8"
"374","CRI","Costa Rica",2012,15.865781,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"375","CRI","Costa Rica",2012,60.889778,"Below upper secondary education","ISCED11A_0T2"
"376","CRI","Costa Rica",2013,59.697968,"Below upper secondary education","ISCED11A_0T2"
"377","CRI","Costa Rica",2013,17.031296,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"378","CRI","Costa Rica",2013,23.270735,"Tertiary education","ISCED11A_5T8"
"379","CRI","Costa Rica",2014,23.535925,"Tertiary education","ISCED11A_5T8"
"380","CRI","Costa Rica",2014,17.00642,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"381","CRI","Costa Rica",2014,59.457653,"Below upper secondary education","ISCED11A_0T2"
"382","CRI","Costa Rica",2018,22.601564,"Tertiary education","ISCED11A_5T8"
"383","CRI","Costa Rica",2018,16.628136,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"384","CRI","Costa Rica",2018,60.770302,"Below upper secondary education","ISCED11A_0T2"
"385","CRI","Costa Rica",2017,60.489311,"Below upper secondary education","ISCED11A_0T2"
"386","CRI","Costa Rica",2017,16.521597,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"387","CRI","Costa Rica",2017,22.989092,"Tertiary education","ISCED11A_5T8"
"388","CRI","Costa Rica",2016,22.998714,"Tertiary education","ISCED11A_5T8"
"389","CRI","Costa Rica",2016,16.937899,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"390","CRI","Costa Rica",2016,60.063385,"Below upper secondary education","ISCED11A_0T2"
"391","CRI","Costa Rica",2015,60.632359,"Below upper secondary education","ISCED11A_0T2"
"392","CRI","Costa Rica",2015,16.231556,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"393","CRI","Costa Rica",2015,23.136086,"Tertiary education","ISCED11A_5T8"
"394","CRI","Costa Rica",2024,27.7913627624512,"Tertiary education","ISCED11A_5T8"
"395","CRI","Costa Rica",2024,20.5390968322754,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"396","CRI","Costa Rica",2024,51.6695404052734,"Below upper secondary education","ISCED11A_0T2"
"397","CRI","Costa Rica",2019,57.304142,"Below upper secondary education","ISCED11A_0T2"
"398","CRI","Costa Rica",2019,17.629028,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"399","CRI","Costa Rica",2019,25.066828,"Tertiary education","ISCED11A_5T8"
"400","CRI","Costa Rica",2020,25.112001,"Tertiary education","ISCED11A_5T8"
"401","CRI","Costa Rica",2020,17.5567,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"402","CRI","Costa Rica",2020,57.331299,"Below upper secondary education","ISCED11A_0T2"
"403","CRI","Costa Rica",2021,57.373444,"Below upper secondary education","ISCED11A_0T2"
"404","CRI","Costa Rica",2021,17.986324,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"405","CRI","Costa Rica",2021,24.640232,"Tertiary education","ISCED11A_5T8"
"406","CRI","Costa Rica",2023,54.48036194,"Below upper secondary education","ISCED11A_0T2"
"407","CRI","Costa Rica",2023,20.20620537,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"408","CRI","Costa Rica",2023,25.31343079,"Tertiary education","ISCED11A_5T8"
"409","CRI","Costa Rica",2022,25.339333,"Tertiary education","ISCED11A_5T8"
"410","CRI","Costa Rica",2022,19.751112,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"411","CRI","Costa Rica",2022,54.909557,"Below upper secondary education","ISCED11A_0T2"
"412","CZE","Czechia",2014,71.679962,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"413","CZE","Czechia",2014,21.51013,"Tertiary education","ISCED11A_5T8"
"414","CZE","Czechia",2014,6.8099089,"Below upper secondary education","ISCED11A_0T2"
"415","CZE","Czechia",2018,69.598511,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"416","CZE","Czechia",2018,24.262077,"Tertiary education","ISCED11A_5T8"
"417","CZE","Czechia",2018,6.1394086,"Below upper secondary education","ISCED11A_0T2"
"418","CZE","Czechia",2017,6.2063141,"Below upper secondary education","ISCED11A_0T2"
"419","CZE","Czechia",2017,23.927534,"Tertiary education","ISCED11A_5T8"
"420","CZE","Czechia",2017,69.86615,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"421","CZE","Czechia",2016,70.455254,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"422","CZE","Czechia",2016,22.971544,"Tertiary education","ISCED11A_5T8"
"423","CZE","Czechia",2016,6.5732007,"Below upper secondary education","ISCED11A_0T2"
"424","CZE","Czechia",2015,6.841207,"Below upper secondary education","ISCED11A_0T2"
"425","CZE","Czechia",2015,22.186741,"Tertiary education","ISCED11A_5T8"
"426","CZE","Czechia",2015,70.972054,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"427","CZE","Czechia",2024,66.780891418457,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"428","CZE","Czechia",2024,27.4935512542725,"Tertiary education","ISCED11A_5T8"
"429","CZE","Czechia",2024,5.72555828094482,"Below upper secondary education","ISCED11A_0T2"
"430","CZE","Czechia",2019,6.2475748,"Below upper secondary education","ISCED11A_0T2"
"431","CZE","Czechia",2019,24.212393,"Tertiary education","ISCED11A_5T8"
"432","CZE","Czechia",2019,69.540031,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"433","CZE","Czechia",2020,69.199448,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"434","CZE","Czechia",2020,24.853664,"Tertiary education","ISCED11A_5T8"
"435","CZE","Czechia",2020,5.9468889,"Below upper secondary education","ISCED11A_0T2"
"436","CZE","Czechia",2021,5.5797949,"Below upper secondary education","ISCED11A_0T2"
"437","CZE","Czechia",2021,26.537458,"Tertiary education","ISCED11A_5T8"
"438","CZE","Czechia",2021,67.882744,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"439","CZE","Czechia",2023,5.896662712,"Below upper secondary education","ISCED11A_0T2"
"440","CZE","Czechia",2023,26.97192955,"Tertiary education","ISCED11A_5T8"
"441","CZE","Czechia",2023,67.13140869,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"442","CZE","Czechia",2022,67.776718,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"443","CZE","Czechia",2022,26.668707,"Tertiary education","ISCED11A_5T8"
"444","CZE","Czechia",2022,5.5545783,"Below upper secondary education","ISCED11A_0T2"
"445","DNK","Denmark",2008,43.974297,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"446","DNK","Denmark",2009,43.86095,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"447","DNK","Denmark",2010,43.707432,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"448","DNK","Denmark",2011,44.315609,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"449","DNK","Denmark",2012,44.194366,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"450","DNK","Denmark",2008,31.126369,"Tertiary education","ISCED11A_5T8"
"451","DNK","Denmark",2009,32.001427,"Tertiary education","ISCED11A_5T8"
"452","DNK","Denmark",2010,33.002644,"Tertiary education","ISCED11A_5T8"
"453","DNK","Denmark",2011,33.662952,"Tertiary education","ISCED11A_5T8"
"454","DNK","Denmark",2012,34.639698,"Tertiary education","ISCED11A_5T8"
"455","DNK","Denmark",2008,24.899332,"Below upper secondary education","ISCED11A_0T2"
"456","DNK","Denmark",2009,24.137625,"Below upper secondary education","ISCED11A_0T2"
"457","DNK","Denmark",2010,23.289925,"Below upper secondary education","ISCED11A_0T2"
"458","DNK","Denmark",2011,22.021439,"Below upper secondary education","ISCED11A_0T2"
"459","DNK","Denmark",2012,21.165937,"Below upper secondary education","ISCED11A_0T2"
"460","DNK","Denmark",2013,43.982452,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"461","DNK","Denmark",2013,35.204632,"Tertiary education","ISCED11A_5T8"
"462","DNK","Denmark",2013,20.812916,"Below upper secondary education","ISCED11A_0T2"
"463","DNK","Denmark",2014,20.446318,"Below upper secondary education","ISCED11A_0T2"
"464","DNK","Denmark",2014,35.800922,"Tertiary education","ISCED11A_5T8"
"465","DNK","Denmark",2014,43.752758,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"466","DNK","Denmark",2018,18.940752,"Below upper secondary education","ISCED11A_0T2"
"467","DNK","Denmark",2018,39.44791,"Tertiary education","ISCED11A_5T8"
"468","DNK","Denmark",2018,41.61134,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"469","DNK","Denmark",2017,42.058323,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"470","DNK","Denmark",2017,38.889214,"Tertiary education","ISCED11A_5T8"
"471","DNK","Denmark",2017,19.052462,"Below upper secondary education","ISCED11A_0T2"
"472","DNK","Denmark",2016,19.726067,"Below upper secondary education","ISCED11A_0T2"
"473","DNK","Denmark",2016,37.766045,"Tertiary education","ISCED11A_5T8"
"474","DNK","Denmark",2016,42.507889,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"475","DNK","Denmark",2015,43.15395,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"476","DNK","Denmark",2015,36.565422,"Tertiary education","ISCED11A_5T8"
"477","DNK","Denmark",2015,20.280628,"Below upper secondary education","ISCED11A_0T2"
"478","DNK","Denmark",2024,16.1981964111328,"Below upper secondary education","ISCED11A_0T2"
"479","DNK","Denmark",2024,45.0523910522461,"Tertiary education","ISCED11A_5T8"
"480","DNK","Denmark",2024,38.7494125366211,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"481","DNK","Denmark",2019,41.235649,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"482","DNK","Denmark",2019,40.353836,"Tertiary education","ISCED11A_5T8"
"483","DNK","Denmark",2019,18.410515,"Below upper secondary education","ISCED11A_0T2"
"484","DNK","Denmark",2020,18.64369,"Below upper secondary education","ISCED11A_0T2"
"485","DNK","Denmark",2020,39.326214,"Tertiary education","ISCED11A_5T8"
"486","DNK","Denmark",2020,42.030094,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"487","DNK","Denmark",2021,40.230782,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"488","DNK","Denmark",2021,41.881645,"Tertiary education","ISCED11A_5T8"
"489","DNK","Denmark",2021,17.887573,"Below upper secondary education","ISCED11A_0T2"
"490","DNK","Denmark",2023,39.28710938,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"491","DNK","Denmark",2023,42.87325287,"Tertiary education","ISCED11A_5T8"
"492","DNK","Denmark",2023,17.83963966,"Below upper secondary education","ISCED11A_0T2"
"493","DNK","Denmark",2022,18.20469856,"Below upper secondary education","ISCED11A_0T2"
"494","DNK","Denmark",2022,42.08309174,"Tertiary education","ISCED11A_5T8"
"495","DNK","Denmark",2022,39.71220779,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"496","EST","Estonia",1998,53.767181,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"497","EST","Estonia",1999,55.464474,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"498","EST","Estonia",2000,56.579468,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"499","EST","Estonia",2001,56.751579,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"500","EST","Estonia",2002,57.425953,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"501","EST","Estonia",2003,57.995193,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"502","EST","Estonia",2004,57.54467,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"503","EST","Estonia",2005,55.633266,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"504","EST","Estonia",2006,55.163223,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"505","EST","Estonia",2007,55.694317,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"506","EST","Estonia",2008,54.130379,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"507","EST","Estonia",2009,52.606895,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"508","EST","Estonia",2010,53.712353,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"509","EST","Estonia",2011,52.120499,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"510","EST","Estonia",2012,52.317989,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"511","EST","Estonia",1998,29.753735,"Tertiary education","ISCED11A_5T8"
"512","EST","Estonia",1999,28.811958,"Tertiary education","ISCED11A_5T8"
"513","EST","Estonia",2000,28.669167,"Tertiary education","ISCED11A_5T8"
"514","EST","Estonia",2001,29.479181,"Tertiary education","ISCED11A_5T8"
"515","EST","Estonia",2002,29.358723,"Tertiary education","ISCED11A_5T8"
"516","EST","Estonia",2003,29.649635,"Tertiary education","ISCED11A_5T8"
"517","EST","Estonia",2004,30.712088,"Tertiary education","ISCED11A_5T8"
"518","EST","Estonia",2005,33.025089,"Tertiary education","ISCED11A_5T8"
"519","EST","Estonia",2006,33.118874,"Tertiary education","ISCED11A_5T8"
"520","EST","Estonia",2007,33.146008,"Tertiary education","ISCED11A_5T8"
"521","EST","Estonia",2008,34.176804,"Tertiary education","ISCED11A_5T8"
"522","EST","Estonia",2009,36.065544,"Tertiary education","ISCED11A_5T8"
"523","EST","Estonia",2010,35.423084,"Tertiary education","ISCED11A_5T8"
"524","EST","Estonia",2011,36.889767,"Tertiary education","ISCED11A_5T8"
"525","EST","Estonia",2012,37.605877,"Tertiary education","ISCED11A_5T8"
"526","EST","Estonia",1998,16.479084,"Below upper secondary education","ISCED11A_0T2"
"527","EST","Estonia",1999,15.72357,"Below upper secondary education","ISCED11A_0T2"
"528","EST","Estonia",2000,14.751366,"Below upper secondary education","ISCED11A_0T2"
"529","EST","Estonia",2001,13.769239,"Below upper secondary education","ISCED11A_0T2"
"530","EST","Estonia",2002,13.215323,"Below upper secondary education","ISCED11A_0T2"
"531","EST","Estonia",2003,12.355169,"Below upper secondary education","ISCED11A_0T2"
"532","EST","Estonia",2004,11.743241,"Below upper secondary education","ISCED11A_0T2"
"533","EST","Estonia",2005,11.341643,"Below upper secondary education","ISCED11A_0T2"
"534","EST","Estonia",2006,11.717903,"Below upper secondary education","ISCED11A_0T2"
"535","EST","Estonia",2007,11.159678,"Below upper secondary education","ISCED11A_0T2"
"536","EST","Estonia",2008,11.692819,"Below upper secondary education","ISCED11A_0T2"
"537","EST","Estonia",2009,11.327562,"Below upper secondary education","ISCED11A_0T2"
"538","EST","Estonia",2010,10.864561,"Below upper secondary education","ISCED11A_0T2"
"539","EST","Estonia",2011,10.989735,"Below upper secondary education","ISCED11A_0T2"
"540","EST","Estonia",2012,10.076135,"Below upper secondary education","ISCED11A_0T2"
"541","EST","Estonia",2013,53.173813,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"542","EST","Estonia",2013,37.345535,"Tertiary education","ISCED11A_5T8"
"543","EST","Estonia",2013,9.4806528,"Below upper secondary education","ISCED11A_0T2"
"544","EST","Estonia",2014,11.895004,"Below upper secondary education","ISCED11A_0T2"
"545","EST","Estonia",2014,37.499954,"Tertiary education","ISCED11A_5T8"
"546","EST","Estonia",2014,50.605042,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"547","EST","Estonia",2018,10.810427,"Below upper secondary education","ISCED11A_0T2"
"548","EST","Estonia",2018,41.130722,"Tertiary education","ISCED11A_5T8"
"549","EST","Estonia",2018,48.058849,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"550","EST","Estonia",2017,49.018936,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"551","EST","Estonia",2017,39.663879,"Tertiary education","ISCED11A_5T8"
"552","EST","Estonia",2017,11.317183,"Below upper secondary education","ISCED11A_0T2"
"553","EST","Estonia",2016,11.10444,"Below upper secondary education","ISCED11A_0T2"
"554","EST","Estonia",2016,38.756851,"Tertiary education","ISCED11A_5T8"
"555","EST","Estonia",2016,50.13871,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"556","EST","Estonia",2015,50.527138,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"557","EST","Estonia",2015,38.030697,"Tertiary education","ISCED11A_5T8"
"558","EST","Estonia",2015,11.442164,"Below upper secondary education","ISCED11A_0T2"
"559","EST","Estonia",2024,9.52094459533691,"Below upper secondary education","ISCED11A_0T2"
"560","EST","Estonia",2024,42.549732208252,"Tertiary education","ISCED11A_5T8"
"561","EST","Estonia",2024,47.9293251037598,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"562","EST","Estonia",2019,48.688206,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"563","EST","Estonia",2019,41.368298,"Tertiary education","ISCED11A_5T8"
"564","EST","Estonia",2019,9.9434958,"Below upper secondary education","ISCED11A_0T2"
"565","EST","Estonia",2020,9.3462172,"Below upper secondary education","ISCED11A_0T2"
"566","EST","Estonia",2020,42.209454,"Tertiary education","ISCED11A_5T8"
"567","EST","Estonia",2020,48.444328,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"568","EST","Estonia",2021,48.297703,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"569","EST","Estonia",2021,41.226608,"Tertiary education","ISCED11A_5T8"
"570","EST","Estonia",2021,10.475689,"Below upper secondary education","ISCED11A_0T2"
"571","EST","Estonia",2023,47.77259827,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"572","EST","Estonia",2023,41.58761978,"Tertiary education","ISCED11A_5T8"
"573","EST","Estonia",2023,10.63978195,"Below upper secondary education","ISCED11A_0T2"
"574","EST","Estonia",2022,10.18304,"Below upper secondary education","ISCED11A_0T2"
"575","EST","Estonia",2022,42.100475,"Tertiary education","ISCED11A_5T8"
"576","EST","Estonia",2022,47.716484,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"577","FIN","Finland",2000,40.54805,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"578","FIN","Finland",2003,42.862675,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"579","FIN","Finland",2004,43.440392,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"580","FIN","Finland",2005,44.158085,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"581","FIN","Finland",2006,44.494862,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"582","FIN","Finland",2007,44.152626,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"583","FIN","Finland",2008,44.489677,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"584","FIN","Finland",2009,44.704552,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"585","FIN","Finland",2010,44.836487,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"586","FIN","Finland",2011,44.406101,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"587","FIN","Finland",2012,45.135994,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"588","FIN","Finland",2000,32.614372,"Tertiary education","ISCED11A_5T8"
"589","FIN","Finland",2003,33.177582,"Tertiary education","ISCED11A_5T8"
"590","FIN","Finland",2004,34.184566,"Tertiary education","ISCED11A_5T8"
"591","FIN","Finland",2005,34.629433,"Tertiary education","ISCED11A_5T8"
"592","FIN","Finland",2006,35.141739,"Tertiary education","ISCED11A_5T8"
"593","FIN","Finland",2007,36.357056,"Tertiary education","ISCED11A_5T8"
"594","FIN","Finland",2008,36.583557,"Tertiary education","ISCED11A_5T8"
"595","FIN","Finland",2009,37.268574,"Tertiary education","ISCED11A_5T8"
"596","FIN","Finland",2010,38.146343,"Tertiary education","ISCED11A_5T8"
"597","FIN","Finland",2011,39.318207,"Tertiary education","ISCED11A_5T8"
"598","FIN","Finland",2012,39.661289,"Tertiary education","ISCED11A_5T8"
"599","FIN","Finland",2000,26.837576,"Below upper secondary education","ISCED11A_0T2"
"600","FIN","Finland",2003,23.959745,"Below upper secondary education","ISCED11A_0T2"
"601","FIN","Finland",2004,22.375042,"Below upper secondary education","ISCED11A_0T2"
"602","FIN","Finland",2005,21.212481,"Below upper secondary education","ISCED11A_0T2"
"603","FIN","Finland",2006,20.363401,"Below upper secondary education","ISCED11A_0T2"
"604","FIN","Finland",2007,19.490316,"Below upper secondary education","ISCED11A_0T2"
"605","FIN","Finland",2008,18.926767,"Below upper secondary education","ISCED11A_0T2"
"606","FIN","Finland",2009,18.026873,"Below upper secondary education","ISCED11A_0T2"
"607","FIN","Finland",2010,17.01717,"Below upper secondary education","ISCED11A_0T2"
"608","FIN","Finland",2011,16.27569,"Below upper secondary education","ISCED11A_0T2"
"609","FIN","Finland",2012,15.202716,"Below upper secondary education","ISCED11A_0T2"
"610","FIN","Finland",2013,45.345337,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"611","FIN","Finland",2013,14.109433,"Below upper secondary education","ISCED11A_0T2"
"612","FIN","Finland",2013,40.545231,"Tertiary education","ISCED11A_5T8"
"613","FIN","Finland",2014,41.776676,"Tertiary education","ISCED11A_5T8"
"614","FIN","Finland",2014,13.493114,"Below upper secondary education","ISCED11A_0T2"
"615","FIN","Finland",2014,44.730209,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
