"","REF_AREA","Reference_area","TIME_PERIOD","OBS_VALUE_PHS","Health_status","HEALTH_STATUS"
"431","EST","Estonia",2018,14.7,"Bad/very bad health","B"
"432","EST","Estonia",2019,13.3,"Bad/very bad health","B"
"433","EST","Estonia",2020,11.4,"Bad/very bad health","B"
"434","EST","Estonia",2021,12.1,"Bad/very bad health","B"
"435","EST","Estonia",2022,13,"Bad/very bad health","B"
"436","EST","Estonia",2023,13.4,"Bad/very bad health","B"
"437","FIN","Finland",2007,68.3,"Good/very good health","G"
"438","FIN","Finland",2008,68.6,"Good/very good health","G"
"439","FIN","Finland",2009,68.9,"Good/very good health","G"
"440","FIN","Finland",2010,68.3,"Good/very good health","G"
"441","FIN","Finland",2011,68.8,"Good/very good health","G"
"442","FIN","Finland",2012,67.1,"Good/very good health","G"
"443","FIN","Finland",2013,64.6,"Good/very good health","G"
"444","FIN","Finland",2014,69.2,"Good/very good health","G"
"445","FIN","Finland",2015,69.8,"Good/very good health","G"
"446","FIN","Finland",2016,70.2,"Good/very good health","G"
"447","FIN","Finland",2017,70.1,"Good/very good health","G"
"448","FIN","Finland",2018,68.8,"Good/very good health","G"
"449","FIN","Finland",2019,68.4,"Good/very good health","G"
"450","FIN","Finland",2020,69.9,"Good/very good health","G"
"451","FIN","Finland",2021,70.1,"Good/very good health","G"
"452","FIN","Finland",2022,64.3,"Good/very good health","G"
"453","FIN","Finland",2023,66.1,"Good/very good health","G"
"454","FIN","Finland",2007,23.4,"Fair (not good, not bad) health","F"
"455","FIN","Finland",2008,23.6,"Fair (not good, not bad) health","F"
"456","FIN","Finland",2009,23.7,"Fair (not good, not bad) health","F"
"457","FIN","Finland",2010,24.5,"Fair (not good, not bad) health","F"
"458","FIN","Finland",2011,23.7,"Fair (not good, not bad) health","F"
"459","FIN","Finland",2012,26.1,"Fair (not good, not bad) health","F"
"460","FIN","Finland",2013,28.7,"Fair (not good, not bad) health","F"
"461","FIN","Finland",2014,24.4,"Fair (not good, not bad) health","F"
"462","FIN","Finland",2015,24.4,"Fair (not good, not bad) health","F"
"463","FIN","Finland",2016,23.9,"Fair (not good, not bad) health","F"
"464","FIN","Finland",2017,24.4,"Fair (not good, not bad) health","F"
"465","FIN","Finland",2018,25.5,"Fair (not good, not bad) health","F"
"466","FIN","Finland",2019,26,"Fair (not good, not bad) health","F"
"467","FIN","Finland",2020,24.5,"Fair (not good, not bad) health","F"
"468","FIN","Finland",2021,23.8,"Fair (not good, not bad) health","F"
"469","FIN","Finland",2022,28.6,"Fair (not good, not bad) health","F"
"470","FIN","Finland",2023,27.7,"Fair (not good, not bad) health","F"
"471","FIN","Finland",2007,8.3,"Bad/very bad health","B"
"472","FIN","Finland",2008,7.8,"Bad/very bad health","B"
"473","FIN","Finland",2009,7.4,"Bad/very bad health","B"
"474","FIN","Finland",2010,7.2,"Bad/very bad health","B"
"475","FIN","Finland",2011,7.5,"Bad/very bad health","B"
"476","FIN","Finland",2012,6.8,"Bad/very bad health","B"
"477","FIN","Finland",2013,6.7,"Bad/very bad health","B"
"478","FIN","Finland",2014,6.4,"Bad/very bad health","B"
"479","FIN","Finland",2015,5.8,"Bad/very bad health","B"
"480","FIN","Finland",2016,6,"Bad/very bad health","B"
"481","FIN","Finland",2017,5.6,"Bad/very bad health","B"
"482","FIN","Finland",2018,5.7,"Bad/very bad health","B"
"483","FIN","Finland",2019,5.6,"Bad/very bad health","B"
"484","FIN","Finland",2020,5.6,"Bad/very bad health","B"
"485","FIN","Finland",2021,6.2,"Bad/very bad health","B"
"486","FIN","Finland",2022,7.1,"Bad/very bad health","B"
"487","FIN","Finland",2023,6.2,"Bad/very bad health","B"
"488","FRA","France",2007,71.1,"Good/very good health","G"
"489","FRA","France",2008,69.1,"Good/very good health","G"
"490","FRA","France",2009,68.6,"Good/very good health","G"
"491","FRA","France",2010,67.3,"Good/very good health","G"
"492","FRA","France",2011,67.6,"Good/very good health","G"
"493","FRA","France",2012,68.1,"Good/very good health","G"
"494","FRA","France",2013,67.1,"Good/very good health","G"
"495","FRA","France",2014,68.2,"Good/very good health","G"
"496","FRA","France",2015,67.8,"Good/very good health","G"
"497","FRA","France",2016,66.3,"Good/very good health","G"
"498","FRA","France",2017,67.4,"Good/very good health","G"
"499","FRA","France",2018,67.5,"Good/very good health","G"
"500","FRA","France",2019,66.6,"Good/very good health","G"
"501","FRA","France",2020,68.3,"Good/very good health","G"
"502","FRA","France",2021,67.8,"Good/very good health","G"
"503","FRA","France",2022,65.1,"Good/very good health","G"
"504","FRA","France",2023,64.8,"Good/very good health","G"
"505","FRA","France",2007,20,"Fair (not good, not bad) health","F"
"506","FRA","France",2008,22.4,"Fair (not good, not bad) health","F"
"507","FRA","France",2009,22.4,"Fair (not good, not bad) health","F"
"508","FRA","France",2010,23.8,"Fair (not good, not bad) health","F"
"509","FRA","France",2011,23.6,"Fair (not good, not bad) health","F"
"510","FRA","France",2012,23.4,"Fair (not good, not bad) health","F"
"511","FRA","France",2013,24.3,"Fair (not good, not bad) health","F"
"512","FRA","France",2014,23.5,"Fair (not good, not bad) health","F"
"513","FRA","France",2015,24.4,"Fair (not good, not bad) health","F"
"514","FRA","France",2016,25.6,"Fair (not good, not bad) health","F"
"515","FRA","France",2017,24.3,"Fair (not good, not bad) health","F"
"516","FRA","France",2018,24.1,"Fair (not good, not bad) health","F"
"517","FRA","France",2019,24.5,"Fair (not good, not bad) health","F"
"518","FRA","France",2020,22.6,"Fair (not good, not bad) health","F"
"519","FRA","France",2021,23.3,"Fair (not good, not bad) health","F"
"520","FRA","France",2022,24.9,"Fair (not good, not bad) health","F"
"521","FRA","France",2023,24.4,"Fair (not good, not bad) health","F"
"522","FRA","France",2007,8.9,"Bad/very bad health","B"
"523","FRA","France",2008,8.4,"Bad/very bad health","B"
"524","FRA","France",2009,9,"Bad/very bad health","B"
"525","FRA","France",2010,8.9,"Bad/very bad health","B"
"526","FRA","France",2011,8.8,"Bad/very bad health","B"
"527","FRA","France",2012,8.5,"Bad/very bad health","B"
"528","FRA","France",2013,8.7,"Bad/very bad health","B"
"529","FRA","France",2014,8.3,"Bad/very bad health","B"
"530","FRA","France",2015,7.8,"Bad/very bad health","B"
"531","FRA","France",2016,8.1,"Bad/very bad health","B"
"532","FRA","France",2017,8.3,"Bad/very bad health","B"
"533","FRA","France",2018,8.4,"Bad/very bad health","B"
"534","FRA","France",2019,8.9,"Bad/very bad health","B"
"535","FRA","France",2020,9.1,"Bad/very bad health","B"
"536","FRA","France",2021,8.9,"Bad/very bad health","B"
"537","FRA","France",2022,10,"Bad/very bad health","B"
"538","FRA","France",2023,10.7,"Bad/very bad health","B"
"539","DEU","Germany",2007,59.8,"Good/very good health","G"
"540","DEU","Germany",2008,64.5,"Good/very good health","G"
"541","DEU","Germany",2009,65.2,"Good/very good health","G"
"542","DEU","Germany",2010,65.2,"Good/very good health","G"
"543","DEU","Germany",2011,64.8,"Good/very good health","G"
"544","DEU","Germany",2012,65.4,"Good/very good health","G"
"545","DEU","Germany",2013,64.9,"Good/very good health","G"
"546","DEU","Germany",2014,65.2,"Good/very good health","G"
"547","DEU","Germany",2015,64.5,"Good/very good health","G"
"548","DEU","Germany",2016,65.2,"Good/very good health","G"
"549","DEU","Germany",2017,65.4,"Good/very good health","G"
"550","DEU","Germany",2018,65.5,"Good/very good health","G"
"551","DEU","Germany",2019,65.5,"Good/very good health","G"
"552","DEU","Germany",2020,63.8,"Good/very good health","G"
"553","DEU","Germany",2021,63,"Good/very good health","G"
"554","DEU","Germany",2022,64.1,"Good/very good health","G"
"555","DEU","Germany",2023,65.5,"Good/very good health","G"
"556","DEU","Germany",2007,30.7,"Fair (not good, not bad) health","F"
"557","DEU","Germany",2008,27.5,"Fair (not good, not bad) health","F"
"558","DEU","Germany",2009,27,"Fair (not good, not bad) health","F"
"559","DEU","Germany",2010,26.7,"Fair (not good, not bad) health","F"
"560","DEU","Germany",2011,27,"Fair (not good, not bad) health","F"
"561","DEU","Germany",2012,26,"Fair (not good, not bad) health","F"
"562","DEU","Germany",2013,27,"Fair (not good, not bad) health","F"
"563","DEU","Germany",2014,26.8,"Fair (not good, not bad) health","F"
"564","DEU","Germany",2015,27.1,"Fair (not good, not bad) health","F"
"565","DEU","Germany",2016,26.5,"Fair (not good, not bad) health","F"
"566","DEU","Germany",2017,26.1,"Fair (not good, not bad) health","F"
"567","DEU","Germany",2018,26.1,"Fair (not good, not bad) health","F"
"568","DEU","Germany",2019,25.9,"Fair (not good, not bad) health","F"
"569","DEU","Germany",2020,23.9,"Fair (not good, not bad) health","F"
"570","DEU","Germany",2021,24.6,"Fair (not good, not bad) health","F"
"571","DEU","Germany",2022,24.3,"Fair (not good, not bad) health","F"
"572","DEU","Germany",2023,24,"Fair (not good, not bad) health","F"
"573","DEU","Germany",2007,9.5,"Bad/very bad health","B"
"574","DEU","Germany",2008,8,"Bad/very bad health","B"
"575","DEU","Germany",2009,7.9,"Bad/very bad health","B"
"576","DEU","Germany",2010,8.1,"Bad/very bad health","B"
"577","DEU","Germany",2011,8.2,"Bad/very bad health","B"
"578","DEU","Germany",2012,8.6,"Bad/very bad health","B"
"579","DEU","Germany",2013,8.1,"Bad/very bad health","B"
"580","DEU","Germany",2014,8,"Bad/very bad health","B"
"581","DEU","Germany",2015,8.3,"Bad/very bad health","B"
"582","DEU","Germany",2016,8.3,"Bad/very bad health","B"
"583","DEU","Germany",2017,8.4,"Bad/very bad health","B"
"584","DEU","Germany",2018,8.4,"Bad/very bad health","B"
"585","DEU","Germany",2019,8.5,"Bad/very bad health","B"
"586","DEU","Germany",2020,12.3,"Bad/very bad health","B"
"587","DEU","Germany",2021,12.4,"Bad/very bad health","B"
"588","DEU","Germany",2022,11.6,"Bad/very bad health","B"
"589","DEU","Germany",2023,10.5,"Bad/very bad health","B"
"590","GRC","Greece",2007,76.6,"Good/very good health","G"
"591","GRC","Greece",2008,76,"Good/very good health","G"
"592","GRC","Greece",2009,75.3,"Good/very good health","G"
"593","GRC","Greece",2010,75.5,"Good/very good health","G"
"594","GRC","Greece",2011,76.4,"Good/very good health","G"
"595","GRC","Greece",2012,74.9,"Good/very good health","G"
"596","GRC","Greece",2013,73.9,"Good/very good health","G"
"597","GRC","Greece",2014,73.5,"Good/very good health","G"
"598","GRC","Greece",2015,74.4,"Good/very good health","G"
"599","GRC","Greece",2016,73.9,"Good/very good health","G"
"600","GRC","Greece",2017,74,"Good/very good health","G"
"601","GRC","Greece",2018,76.2,"Good/very good health","G"
"602","GRC","Greece",2019,79.1,"Good/very good health","G"
"603","GRC","Greece",2020,78.4,"Good/very good health","G"
"604","GRC","Greece",2021,78.2,"Good/very good health","G"
"605","GRC","Greece",2022,77.1,"Good/very good health","G"
"606","GRC","Greece",2023,78.2,"Good/very good health","G"
"607","GRC","Greece",2007,14.6,"Fair (not good, not bad) health","F"
"608","GRC","Greece",2008,14.6,"Fair (not good, not bad) health","F"
"609","GRC","Greece",2009,14.9,"Fair (not good, not bad) health","F"
"610","GRC","Greece",2010,14.8,"Fair (not good, not bad) health","F"
"611","GRC","Greece",2011,14.6,"Fair (not good, not bad) health","F"
"612","GRC","Greece",2012,15.8,"Fair (not good, not bad) health","F"
"613","GRC","Greece",2013,15.6,"Fair (not good, not bad) health","F"
"614","GRC","Greece",2014,15.8,"Fair (not good, not bad) health","F"
"615","GRC","Greece",2015,15.6,"Fair (not good, not bad) health","F"
"616","GRC","Greece",2016,15.7,"Fair (not good, not bad) health","F"
"617","GRC","Greece",2017,15.6,"Fair (not good, not bad) health","F"
"618","GRC","Greece",2018,14.5,"Fair (not good, not bad) health","F"
"619","GRC","Greece",2019,14.2,"Fair (not good, not bad) health","F"
"620","GRC","Greece",2020,14.9,"Fair (not good, not bad) health","F"
"621","GRC","Greece",2021,15.4,"Fair (not good, not bad) health","F"
"622","GRC","Greece",2022,15.5,"Fair (not good, not bad) health","F"
"623","GRC","Greece",2023,15,"Fair (not good, not bad) health","F"
"624","GRC","Greece",2007,8.8,"Bad/very bad health","B"
"625","GRC","Greece",2008,9.4,"Bad/very bad health","B"
"626","GRC","Greece",2009,9.7,"Bad/very bad health","B"
"627","GRC","Greece",2010,9.7,"Bad/very bad health","B"
"628","GRC","Greece",2011,9,"Bad/very bad health","B"
"629","GRC","Greece",2012,9.3,"Bad/very bad health","B"
"630","GRC","Greece",2013,10.5,"Bad/very bad health","B"
"631","GRC","Greece",2014,10.8,"Bad/very bad health","B"
"632","GRC","Greece",2015,10,"Bad/very bad health","B"
"633","GRC","Greece",2016,10.4,"Bad/very bad health","B"
"634","GRC","Greece",2017,10.4,"Bad/very bad health","B"
"635","GRC","Greece",2018,9.3,"Bad/very bad health","B"
"636","GRC","Greece",2019,6.6,"Bad/very bad health","B"
"637","GRC","Greece",2020,6.8,"Bad/very bad health","B"
"638","GRC","Greece",2021,6.5,"Bad/very bad health","B"
"639","GRC","Greece",2022,7.5,"Bad/very bad health","B"
"640","GRC","Greece",2023,6.8,"Bad/very bad health","B"
"641","HUN","Hungary",2007,46.6,"Good/very good health","G"
"642","HUN","Hungary",2008,55.1,"Good/very good health","G"
"643","HUN","Hungary",2009,55.9,"Good/very good health","G"
"644","HUN","Hungary",2010,55,"Good/very good health","G"
"645","HUN","Hungary",2011,55.6,"Good/very good health","G"
"646","HUN","Hungary",2012,57,"Good/very good health","G"
"647","HUN","Hungary",2013,56.1,"Good/very good health","G"
"648","HUN","Hungary",2014,56.9,"Good/very good health","G"
"649","HUN","Hungary",2015,56.3,"Good/very good health","G"
"650","HUN","Hungary",2016,59.5,"Good/very good health","G"
"651","HUN","Hungary",2017,59.1,"Good/very good health","G"
"652","HUN","Hungary",2018,60.6,"Good/very good health","G"
"653","HUN","Hungary",2019,58.2,"Good/very good health","G"
"654","HUN","Hungary",2020,62,"Good/very good health","G"
"655","HUN","Hungary",2021,64.7,"Good/very good health","G"
"656","HUN","Hungary",2022,63,"Good/very good health","G"
"657","HUN","Hungary",2023,65.2,"Good/very good health","G"
"658","HUN","Hungary",2007,31.3,"Fair (not good, not bad) health","F"
"659","HUN","Hungary",2008,25.6,"Fair (not good, not bad) health","F"
"660","HUN","Hungary",2009,26.5,"Fair (not good, not bad) health","F"
"661","HUN","Hungary",2010,28.4,"Fair (not good, not bad) health","F"
"662","HUN","Hungary",2011,28,"Fair (not good, not bad) health","F"
"663","HUN","Hungary",2012,26.6,"Fair (not good, not bad) health","F"
"664","HUN","Hungary",2013,28,"Fair (not good, not bad) health","F"
"665","HUN","Hungary",2014,27.3,"Fair (not good, not bad) health","F"
"666","HUN","Hungary",2015,27.9,"Fair (not good, not bad) health","F"
"667","HUN","Hungary",2016,27.2,"Fair (not good, not bad) health","F"
"668","HUN","Hungary",2017,27.9,"Fair (not good, not bad) health","F"
"669","HUN","Hungary",2018,27.6,"Fair (not good, not bad) health","F"
"670","HUN","Hungary",2019,30,"Fair (not good, not bad) health","F"
"671","HUN","Hungary",2020,28.1,"Fair (not good, not bad) health","F"
"672","HUN","Hungary",2021,27.1,"Fair (not good, not bad) health","F"
"673","HUN","Hungary",2022,27,"Fair (not good, not bad) health","F"
"674","HUN","Hungary",2023,25.5,"Fair (not good, not bad) health","F"
"675","HUN","Hungary",2007,22.1,"Bad/very bad health","B"
"676","HUN","Hungary",2008,19.3,"Bad/very bad health","B"
"677","HUN","Hungary",2009,17.6,"Bad/very bad health","B"
"678","HUN","Hungary",2010,16.6,"Bad/very bad health","B"
"679","HUN","Hungary",2011,16.4,"Bad/very bad health","B"
"680","HUN","Hungary",2012,16.4,"Bad/very bad health","B"
"681","HUN","Hungary",2013,16,"Bad/very bad health","B"
"682","HUN","Hungary",2014,15.9,"Bad/very bad health","B"
"683","HUN","Hungary",2015,15.8,"Bad/very bad health","B"
"684","HUN","Hungary",2016,13.3,"Bad/very bad health","B"
"685","HUN","Hungary",2017,13,"Bad/very bad health","B"
"686","HUN","Hungary",2018,11.9,"Bad/very bad health","B"
"687","HUN","Hungary",2019,11.8,"Bad/very bad health","B"
"688","HUN","Hungary",2020,9.9,"Bad/very bad health","B"
"689","HUN","Hungary",2021,8.2,"Bad/very bad health","B"
"690","HUN","Hungary",2022,10,"Bad/very bad health","B"
"691","HUN","Hungary",2023,9.3,"Bad/very bad health","B"
"692","ISL","Iceland",2007,79.2,"Good/very good health","G"
"693","ISL","Iceland",2008,80.5,"Good/very good health","G"
"694","ISL","Iceland",2009,80.3,"Good/very good health","G"
"695","ISL","Iceland",2010,77.8,"Good/very good health","G"
"696","ISL","Iceland",2011,77.6,"Good/very good health","G"
"697","ISL","Iceland",2012,76.8,"Good/very good health","G"
"698","ISL","Iceland",2013,76.6,"Good/very good health","G"
"699","ISL","Iceland",2014,76.1,"Good/very good health","G"
"700","ISL","Iceland",2015,76.3,"Good/very good health","G"
"701","ISL","Iceland",2016,76.1,"Good/very good health","G"
"702","ISL","Iceland",2017,77.3,"Good/very good health","G"
"703","ISL","Iceland",2018,76.6,"Good/very good health","G"
"704","ISL","Iceland",2019,75,"Good/very good health","G"
"705","ISL","Iceland",2020,74.7,"Good/very good health","G"
"706","ISL","Iceland",2021,72,"Good/very good health","G"
"707","ISL","Iceland",2007,16.3,"Fair (not good, not bad) health","F"
"708","ISL","Iceland",2008,15.3,"Fair (not good, not bad) health","F"
"709","ISL","Iceland",2009,15.4,"Fair (not good, not bad) health","F"
"710","ISL","Iceland",2010,17,"Fair (not good, not bad) health","F"
"711","ISL","Iceland",2011,16,"Fair (not good, not bad) health","F"
"712","ISL","Iceland",2012,18.1,"Fair (not good, not bad) health","F"
"713","ISL","Iceland",2013,17.5,"Fair (not good, not bad) health","F"
"714","ISL","Iceland",2014,17.5,"Fair (not good, not bad) health","F"
"715","ISL","Iceland",2015,18,"Fair (not good, not bad) health","F"
"716","ISL","Iceland",2016,17.5,"Fair (not good, not bad) health","F"
"717","ISL","Iceland",2017,17,"Fair (not good, not bad) health","F"
"718","ISL","Iceland",2018,17.6,"Fair (not good, not bad) health","F"
"719","ISL","Iceland",2019,18.9,"Fair (not good, not bad) health","F"
"720","ISL","Iceland",2020,19.4,"Fair (not good, not bad) health","F"
"721","ISL","Iceland",2021,20.6,"Fair (not good, not bad) health","F"
"722","ISL","Iceland",2007,4.6,"Bad/very bad health","B"
"723","ISL","Iceland",2008,4.2,"Bad/very bad health","B"
"724","ISL","Iceland",2009,4.4,"Bad/very bad health","B"
"725","ISL","Iceland",2010,5.2,"Bad/very bad health","B"
"726","ISL","Iceland",2011,6.4,"Bad/very bad health","B"
"727","ISL","Iceland",2012,5,"Bad/very bad health","B"
"728","ISL","Iceland",2013,5.8,"Bad/very bad health","B"
"729","ISL","Iceland",2014,6.3,"Bad/very bad health","B"
"730","ISL","Iceland",2015,5.7,"Bad/very bad health","B"
"731","ISL","Iceland",2016,6.4,"Bad/very bad health","B"
"732","ISL","Iceland",2017,5.7,"Bad/very bad health","B"
"733","ISL","Iceland",2018,5.9,"Bad/very bad health","B"
"734","ISL","Iceland",2019,6.1,"Bad/very bad health","B"
"735","ISL","Iceland",2020,5.9,"Bad/very bad health","B"
"736","ISL","Iceland",2021,7.5,"Bad/very bad health","B"
"737","IRL","Ireland",2007,84,"Good/very good health","G"
"738","IRL","Ireland",2008,84.3,"Good/very good health","G"
"739","IRL","Ireland",2009,83.1,"Good/very good health","G"
"740","IRL","Ireland",2010,82.8,"Good/very good health","G"
"741","IRL","Ireland",2011,83.3,"Good/very good health","G"
"742","IRL","Ireland",2012,82.8,"Good/very good health","G"
"743","IRL","Ireland",2013,82,"Good/very good health","G"
"744","IRL","Ireland",2014,82.7,"Good/very good health","G"
"745","IRL","Ireland",2015,82.6,"Good/very good health","G"
"746","IRL","Ireland",2016,82.9,"Good/very good health","G"
"747","IRL","Ireland",2017,83.2,"Good/very good health","G"
"748","IRL","Ireland",2018,84.1,"Good/very good health","G"
"749","IRL","Ireland",2019,84.2,"Good/very good health","G"
"750","IRL","Ireland",2020,84.5,"Good/very good health","G"
"751","IRL","Ireland",2021,81.6,"Good/very good health","G"
"752","IRL","Ireland",2022,80.8,"Good/very good health","G"
"753","IRL","Ireland",2023,79.5,"Good/very good health","G"
"754","IRL","Ireland",2007,13.4,"Fair (not good, not bad) health","F"
"755","IRL","Ireland",2008,13.1,"Fair (not good, not bad) health","F"
"756","IRL","Ireland",2009,14.1,"Fair (not good, not bad) health","F"
"757","IRL","Ireland",2010,14,"Fair (not good, not bad) health","F"
"758","IRL","Ireland",2011,13.8,"Fair (not good, not bad) health","F"
"759","IRL","Ireland",2012,14.2,"Fair (not good, not bad) health","F"
"760","IRL","Ireland",2013,14.4,"Fair (not good, not bad) health","F"
"761","IRL","Ireland",2014,13.4,"Fair (not good, not bad) health","F"
"762","IRL","Ireland",2015,13.7,"Fair (not good, not bad) health","F"
"763","IRL","Ireland",2016,13.6,"Fair (not good, not bad) health","F"
"764","IRL","Ireland",2017,13.4,"Fair (not good, not bad) health","F"
"765","IRL","Ireland",2018,12.5,"Fair (not good, not bad) health","F"
"766","IRL","Ireland",2019,12.6,"Fair (not good, not bad) health","F"
"767","IRL","Ireland",2020,11.8,"Fair (not good, not bad) health","F"
"768","IRL","Ireland",2021,13.5,"Fair (not good, not bad) health","F"
"769","IRL","Ireland",2022,14.3,"Fair (not good, not bad) health","F"
"770","IRL","Ireland",2023,15.6,"Fair (not good, not bad) health","F"
"771","IRL","Ireland",2007,2.6,"Bad/very bad health","B"
"772","IRL","Ireland",2008,2.6,"Bad/very bad health","B"
"773","IRL","Ireland",2009,2.8,"Bad/very bad health","B"
"774","IRL","Ireland",2010,3.2,"Bad/very bad health","B"
"775","IRL","Ireland",2011,2.9,"Bad/very bad health","B"
"776","IRL","Ireland",2012,3,"Bad/very bad health","B"
"777","IRL","Ireland",2013,3.7,"Bad/very bad health","B"
"778","IRL","Ireland",2014,3.9,"Bad/very bad health","B"
"779","IRL","Ireland",2015,3.8,"Bad/very bad health","B"
"780","IRL","Ireland",2016,3.5,"Bad/very bad health","B"
"781","IRL","Ireland",2017,3.4,"Bad/very bad health","B"
"782","IRL","Ireland",2018,3.3,"Bad/very bad health","B"
"783","IRL","Ireland",2019,3.2,"Bad/very bad health","B"
"784","IRL","Ireland",2020,3.8,"Bad/very bad health","B"
"785","IRL","Ireland",2021,4.9,"Bad/very bad health","B"
"786","IRL","Ireland",2022,5,"Bad/very bad health","B"
"787","IRL","Ireland",2023,4.8,"Bad/very bad health","B"
"788","ISR","Israel",2019,73.8,"Good/very good health","G"
"789","ISR","Israel",2020,75.7,"Good/very good health","G"
"790","ISR","Israel",2019,15.2,"Fair (not good, not bad) health","F"
"791","ISR","Israel",2020,14.5,"Fair (not good, not bad) health","F"
"792","ISR","Israel",2019,11,"Bad/very bad health","B"
"793","ISR","Israel",2020,9.4,"Bad/very bad health","B"
"794","ISR","Israel",2007,20.9,"Bad/very bad health","B"
"795","ISR","Israel",2008,20.3,"Bad/very bad health","B"
"796","ISR","Israel",2009,20.2,"Bad/very bad health","B"
"797","ISR","Israel",2010,18.9,"Bad/very bad health","B"
"798","ISR","Israel",2011,18.5,"Bad/very bad health","B"
"799","ISR","Israel",2012,16.5,"Bad/very bad health","B"
"800","ISR","Israel",2013,20,"Bad/very bad health","B"
"801","ISR","Israel",2014,15.5,"Bad/very bad health","B"
"802","ISR","Israel",2015,16,"Bad/very bad health","B"
"803","ISR","Israel",2016,16.1,"Bad/very bad health","B"
"804","ISR","Israel",2017,15,"Fair (not good, not bad) health","F"
"805","ISR","Israel",2017,10.9,"Bad/very bad health","B"
"806","ISR","Israel",2018,10.8,"Bad/very bad health","B"
"807","ISR","Israel",2018,15.3,"Fair (not good, not bad) health","F"
"808","ISR","Israel",2021,14.6,"Fair (not good, not bad) health","F"
"809","ISR","Israel",2021,10.9,"Bad/very bad health","B"
"810","ISR","Israel",2022,11.1,"Bad/very bad health","B"
"811","ISR","Israel",2022,15.2,"Fair (not good, not bad) health","F"
"812","ISR","Israel",2023,14.8,"Fair (not good, not bad) health","F"
"813","ISR","Israel",2023,9.1,"Bad/very bad health","B"
"814","ISR","Israel",2017,74.1,"Good/very good health","G"
"815","ISR","Israel",2018,73.9,"Good/very good health","G"
"816","ISR","Israel",2021,73.8,"Good/very good health","G"
"817","ISR","Israel",2022,73.4,"Good/very good health","G"
"818","ISR","Israel",2023,75.8,"Good/very good health","G"
"819","ISR","Israel",2007,79.1,"Good/very good health","G"
"820","ISR","Israel",2008,79.7,"Good/very good health","G"
"821","ISR","Israel",2009,79.8,"Good/very good health","G"
"822","ISR","Israel",2010,81.1,"Good/very good health","G"
"823","ISR","Israel",2011,81.5,"Good/very good health","G"
"824","ISR","Israel",2012,83.5,"Good/very good health","G"
"825","ISR","Israel",2013,80,"Good/very good health","G"
"826","ISR","Israel",2014,84.3,"Good/very good health","G"
"827","ISR","Israel",2015,83.9,"Good/very good health","G"
"828","ISR","Israel",2016,83.6,"Good/very good health","G"
"829","ITA","Italy",2007,63.4,"Good/very good health","G"
"830","ITA","Italy",2008,63.4,"Good/very good health","G"
"831","ITA","Italy",2009,63.5,"Good/very good health","G"
"832","ITA","Italy",2010,66.4,"Good/very good health","G"
"833","ITA","Italy",2011,64.5,"Good/very good health","G"
"834","ITA","Italy",2012,68,"Good/very good health","G"
"835","ITA","Italy",2013,66.2,"Good/very good health","G"
"836","ITA","Italy",2014,67.9,"Good/very good health","G"
"837","ITA","Italy",2015,65.6,"Good/very good health","G"
"838","ITA","Italy",2016,70.9,"Good/very good health","G"
"839","ITA","Italy",2017,77,"Good/very good health","G"
"840","ITA","Italy",2018,73.3,"Good/very good health","G"
"841","ITA","Italy",2019,72.8,"Good/very good health","G"
"842","ITA","Italy",2021,73.5,"Good/very good health","G"
"843","ITA","Italy",2022,72.9,"Good/very good health","G"
"844","ITA","Italy",2023,73.8,"Good/very good health","G"
"845","ITA","Italy",2007,25.5,"Fair (not good, not bad) health","F"
"846","ITA","Italy",2008,25.5,"Fair (not good, not bad) health","F"
"847","ITA","Italy",2009,25.5,"Fair (not good, not bad) health","F"
"848","ITA","Italy",2010,24,"Fair (not good, not bad) health","F"
"849","ITA","Italy",2011,22.4,"Fair (not good, not bad) health","F"
"850","ITA","Italy",2012,19.4,"Fair (not good, not bad) health","F"
"851","ITA","Italy",2013,21.2,"Fair (not good, not bad) health","F"
"852","ITA","Italy",2014,20,"Fair (not good, not bad) health","F"
"853","ITA","Italy",2015,22,"Fair (not good, not bad) health","F"
"854","ITA","Italy",2016,21.4,"Fair (not good, not bad) health","F"
"855","ITA","Italy",2017,17.2,"Fair (not good, not bad) health","F"
"856","ITA","Italy",2018,19.9,"Fair (not good, not bad) health","F"
"857","ITA","Italy",2019,20.2,"Fair (not good, not bad) health","F"
"858","ITA","Italy",2021,18.4,"Fair (not good, not bad) health","F"
"859","ITA","Italy",2022,20.4,"Fair (not good, not bad) health","F"
"860","ITA","Italy",2023,20,"Fair (not good, not bad) health","F"
"861","ITA","Italy",2007,11,"Bad/very bad health","B"
"862","ITA","Italy",2008,11.2,"Bad/very bad health","B"
"863","ITA","Italy",2009,10.9,"Bad/very bad health","B"
"864","ITA","Italy",2010,9.5,"Bad/very bad health","B"
"865","ITA","Italy",2011,13.1,"Bad/very bad health","B"
"866","ITA","Italy",2012,12.6,"Bad/very bad health","B"
"867","ITA","Italy",2013,12.5,"Bad/very bad health","B"
"868","ITA","Italy",2014,12,"Bad/very bad health","B"
"869","ITA","Italy",2015,12.4,"Bad/very bad health","B"
"870","ITA","Italy",2016,7.7,"Bad/very bad health","B"
"871","ITA","Italy",2017,5.8,"Bad/very bad health","B"
"872","ITA","Italy",2018,6.8,"Bad/very bad health","B"
"873","ITA","Italy",2019,7,"Bad/very bad health","B"
